,time,gender,sexuallity,age,income,race,bodyweight,virgin,prostitution_legal,pay_for_sex,friends,social_fear,depressed,what_help_from_others,attempt_suicide,employment,job_title,edu_level,improve_yourself_how
364,5/19/2016 18:41:27,Male,Straight,23,38430,White non-Hispanic,Normal weight,Yes,No,No,7.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,Developer,Bachelor’s degree,None
365,5/19/2016 19:11:55,Male,Straight,28,13038,White non-Hispanic,Obese,Yes,No,No,4.0,Yes,Yes,Set me up with a date,Yes,Employed for wages,Stocker,"Some college, no degree",None
366,5/19/2016 19:36:15,Male,Straight,18,15020,White non-Hispanic,Normal weight,Yes,No,No,6.0,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Waiter,"Some high school, no diploma",Other exercise
367,5/19/2016 19:38:25,Male,Straight,21,0,North African,Normal weight,Yes,No,No,0.0,Yes,Yes,Teach me how to talk to people,No,A student,Finance student,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
368,5/19/2016 20:03:19,Female,Bisexual,30,59725,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,2.0,No,Yes,"I don't want help, More general stuff",Yes,Employed for wages,Not telling,Bachelor’s degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups, Fashion makeup personality etc"
369,5/19/2016 22:48:05,Male,Straight,21,2528,White non-Hispanic,Normal weight,Yes,No,No,2.0,No,No,I don't want help,No,Out of work and looking for work,tutor,Associate degree,Joined a gym/go to the gym
370,5/20/2016 0:02:59,Male,Bisexual,21,0,Asian,Normal weight,Yes,Yes,No,3.0,No,Yes,I don't want help,No,Out of work and looking for work,Unemployed,"Some college, no degree",Other exercise
371,5/20/2016 3:06:30,Male,Straight,14,0,Half Asian half white,Normal weight,Yes,No,Yes but I haven't,1.0,Yes,Yes,I don't want help,No,A student,,"Some high school, no diploma","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
372,5/20/2016 10:38:33,Male,Straight,22,0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1.0,Yes,Yes,date coaching,No,Out of work but not currently looking for work,,Trade/technical/vocational training,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
373,5/20/2016 13:20:21,Male,Straight,33,43186,White non-Hispanic,Overweight,No,No,Yes but I haven't,1.0,Yes,Yes,Set me up with a date,No,Employed for wages,Consultant,"Some college, no degree",Losing weight through better diet. No exercise yet. 
374,5/20/2016 14:14:30,Male,Straight,24,63619,Asian,Normal weight,Yes,Yes,No,13.0,Yes,Yes,"wingman/wingwoman, date coaching",No,Employed for wages,analyst,Bachelor’s degree,Other exercise
375,5/20/2016 19:04:39,Male,Straight,17,0,White non-Hispanic,Normal weight,Yes,No,No,5.0,Yes,No,"Set me up with a date, date coaching",No,A student,Student ,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
376,5/21/2016 1:09:01,Male,Bisexual,28,29184,White non-Hispanic,Obese,Yes,No,Yes but I haven't,0.0,Yes,Yes,I don't want help,No,Employed for wages,Carer,"High school graduate, diploma or the equivalent (for example: GED)",None
377,5/21/2016 4:55:48,Male,Straight,18,5334,White non-Hispanic,Normal weight,Yes,No,No,0.0,Yes,Yes,Set me up with a date,No,A student,I'm a student ,"Some high school, no diploma",Changed my hairstyle and lost weight 
378,5/21/2016 5:39:46,Male,Straight,18,0,White non-Hispanic,Normal weight,Yes,No,No,1.0,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,none,"Some high school, no diploma","Cosmetic survey, Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
379,5/21/2016 6:11:46,Male,Straight,27,6153,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,2.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,na,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
380,5/21/2016 9:40:35,Male,Straight,18,0,Asian,Underweight,Yes,No,No,7.0,No,Yes,"wingman/wingwoman, Set me up with a date",No,A student,student,"Some college, no degree",None
381,5/21/2016 15:29:09,Male,Straight,48,33703,White non-Hispanic,Normal weight,No,No,Yes but I haven't,0.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Self-employed,real estate,Master’s degree,"Joined a gym/go to the gym, Other exercise, go to bars"
382,5/21/2016 18:00:49,Male,Straight,29,31693,White non-Hispanic,Normal weight,Yes,Yes,No,40.0,Yes,Yes,I don't want help,No,Employed for wages,Operations executive,Bachelor’s degree,Other exercise
383,5/22/2016 2:29:36,Male,Straight,20,2289,Asian,Underweight,Yes,No,Yes but I haven't,2.0,No,No,"Set me up with a date, date coaching",No,A student,Student,Bachelor’s degree,join clubs/socual clubs/meet ups
384,5/22/2016 12:38:59,Male,Straight,20,17995,White non-Hispanic,Underweight,Yes,Yes,Yes but I haven't,0.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,law (enforcement) officer,"High school graduate, diploma or the equivalent (for example: GED)",None
385,5/22/2016 12:43:15,Male,Straight,20,0,White non-Hispanic,Underweight,Yes,Yes,Yes but I haven't,0.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Out of work and looking for work,Nothing,"Some college, no degree",None
386,5/22/2016 12:43:20,Male,Straight,20,0,White non-Hispanic,Underweight,Yes,Yes,Yes but I haven't,0.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Out of work and looking for work,Nothing,"Some college, no degree",None
387,5/22/2016 12:44:48,Male,Straight,18,0,White non-Hispanic,Overweight,Yes,No,No,30.0,No,No,I don't want help,No,A student,nothing,"Some high school, no diploma",None
388,5/22/2016 12:45:39,Male,Straight,19,0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1.0,Yes,No,I don't want help,No,A student,none,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, Other exercise"
389,5/22/2016 13:11:35,Female,Straight,25,15733,White non-Hispanic,Normal weight,No,No,No,8.0,No,No,I don't want help,No,Employed for wages,Cashier,"Some college, no degree",Joined a gym/go to the gym
390,5/22/2016 13:39:57,Male,Straight,25,64482,Mixed,Normal weight,No,No,No,12.0,No,No,I don't want help,No,Employed for wages,Consultant,Master’s degree,Other exercise
391,5/22/2016 13:55:14,Male,Bisexual,21,0,White non-Hispanic,Underweight,Yes,No,No,0.0,No,Yes,I don't know,Yes,A student,no job,"Some college, no degree","work out at home, eat more"
392,5/22/2016 14:01:36,Male,Straight,20,8587,White non-Hispanic,Overweight,Yes,No,No,6.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Student employee,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
393,5/22/2016 14:04:52,Female,Straight,23,27065,Black,Overweight,No,No,No,15.0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,Employed for wages,Usher ,"Some college, no degree",None
394,5/22/2016 14:12:23,Male,Straight,24,7482,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1.0,No,No,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Part time paperboy,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
395,5/22/2016 14:16:06,Male,Straight,42,200000,White non-Hispanic,Overweight,Yes,No,No,0.0,No,No,I don't want help,No,Employed for wages,Principal Software Engineer,"Some college, no degree",Non-physical forms of improvement
396,5/22/2016 14:22:12,Male,Straight,32,36192,White non-Hispanic,Normal weight,Yes,No,No,5.0,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",No,Out of work and looking for work,j,"High school graduate, diploma or the equivalent (for example: GED)",join clubs/socual clubs/meet ups
397,5/22/2016 15:00:49,Male,Straight,21,16457,White non-Hispanic,Overweight,No,No,No,2.0,Yes,Yes,I don't want help,No,A student,business representative (have in mind that I am from Poland),"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise"
398,5/22/2016 15:04:05,Male,Straight,21,29,Black,Normal weight,Yes,No,No,0.0,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,A student,student,"Some high school, no diploma",Therapy
399,5/22/2016 15:12:32,Female,Bisexual,21,0,Hispanic (of any race),Normal weight,Yes,No,No,3.0,Yes,Yes,I don't want help,No,A student,None,Bachelor’s degree,Therapy
400,5/22/2016 15:15:11,Male,Straight,16,0,Hispanic (of any race),Normal weight,Yes,No,Yes but I haven't,0.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,no,"Some high school, no diploma","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise"
401,5/22/2016 15:18:26,Male,Straight,38,147489,White non-Hispanic,Underweight,Yes,No,No,0.0,Yes,Yes,I used to want all of those things. Now it is too late for any of them to make a difference.,Yes,Employed for wages,Software Engineer,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
402,5/22/2016 15:32:28,Female,Gay/Lesbian,20,0,White non-Hispanic,Normal weight,No,Yes,No,2.0,No,No,I don't want help,Yes,A student,Student (comp sci),Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
403,5/22/2016 15:54:14,Male,Straight,24,15064,White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,5.0,Yes,No,I don't want help,No,Employed for wages,production engineer,Master’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
404,5/22/2016 16:05:06,Male,Straight,22,0,White non-Hispanic,Overweight,No,Yes,Yes and I have,2.0,No,No,I don't want help,No,A student,none,"Some college, no degree",None
405,5/22/2016 16:14:04,Male,Straight,18,0,White non-Hispanic,Normal weight,Yes,Yes,No,5.0,Yes,Yes,wingman/wingwoman,No,A student,student,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
406,5/22/2016 16:36:17,Male,Straight,18,0,White non-Hispanic,Underweight,Yes,No,No,12.0,Yes,Yes,I don't want help,No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",None
407,5/22/2016 16:44:22,Male,Straight,23,47096,Asian,Normal weight,Yes,No,Yes but I haven't,4.0,No,No,"wingman/wingwoman, Set me up with a date, invite me to shit please",No,Employed for wages,Audit associate,Professional degree,"Therapy, join clubs/socual clubs/meet ups"
408,5/22/2016 17:04:12,Male,Straight,23,27745,White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,2.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Military,2nd lieutenant,Master’s degree,"Joined a gym/go to the gym, Therapy"
409,5/22/2016 17:10:01,Male,Straight,21,24626,Asian,Normal weight,Yes,No,No,9.0,No,Yes,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Not Disclosing This,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
410,5/22/2016 17:44:58,Male,Bisexual,24,0,White and Native American,Obese,Yes,No,Yes but I haven't,3.0,Yes,Yes,"wingman/wingwoman, Set me up with a date",Yes,Out of work but not currently looking for work,None,"Some high school, no diploma","Other exercise, None"
411,5/22/2016 19:01:53,Male,Straight,22,0,White non-Hispanic,Underweight,Yes,No,No,0.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,,"Some college, no degree",None
412,5/22/2016 19:04:07,Female,Straight,17,7069,White non-Hispanic,Overweight,Yes,Yes,No,10.0,No,Yes,I don't want help,No,A student,Waitress,"Some high school, no diploma","Other exercise, Losing weight"
413,5/22/2016 19:51:39,Male,Bisexual,34,108227,White non-Hispanic,Obese,No,No,Yes but I haven't,2.0,Yes,Yes,I don't want help,No,Employed for wages,Software Developer,"Some college, no degree","Joined a gym/go to the gym, Therapy"
414,5/22/2016 20:00:12,Male,Bisexual,26,4439,"First two answers. Gender is androgyne, not male; sexuality is asexual, not bi.",Normal weight,No,No,No,0.0,Yes,Yes,I don't want help,Yes,Self-employed,artist,Bachelor’s degree,"Other exercise, learn new skills"
415,5/22/2016 22:21:42,Male,Straight,27,60672,White non-Hispanic,Obese,Yes,No,No,1.0,Yes,Yes,I don't want help,No,A student,Auditor,Master’s degree,Other exercise
416,5/22/2016 22:24:26,Male,Straight,19,0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,3.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,Unemployed,"Some high school, no diploma",None
417,5/23/2016 3:16:33,Male,Straight,15,0,White non-Hispanic,Underweight,Yes,No,Yes but I haven't,1.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,Why is this obligatory?,"Some high school, no diploma",None
418,5/23/2016 3:27:01,Male,Straight,31,6137,White non-Hispanic,Normal weight,No,No,No,0.0,No,Yes,I don't want help,No,Self-employed,Software developer,"Some college, no degree",Other exercise
419,5/23/2016 3:34:05,Male,Straight,17,2938,White non-Hispanic,Overweight,Yes,No,No,3.0,Yes,Yes,I don't want help,Yes,A student,High School Senior,"High school graduate, diploma or the equivalent (for example: GED)","Other exercise, join clubs/socual clubs/meet ups"
420,5/23/2016 4:12:06,Male,Straight,22,4772,White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,0.0,Yes,Yes,wingman/wingwoman,No,A student,Student / parttime web developer,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise"
421,5/23/2016 5:50:18,Female,Straight,21,0,Asian,Underweight,No,No,No,1.0,Yes,No,I don't want help,No,A homemaker,None,"Some college, no degree",None
422,5/23/2016 5:50:29,Female,Bisexual,19,0,White non-Hispanic,Normal weight,Yes,No,No,1.0,Yes,Yes,I don't want help,Yes,Out of work but not currently looking for work,none,"Some high school, no diploma",Therapy
423,5/23/2016 8:14:53,Male,Bisexual,26,0,European,Underweight,Yes,Yes,No,0.0,Yes,Yes,I don't want help,Yes,Unable to work,Disabled,"Some high school, no diploma","Therapy, Other exercise, None"
424,5/23/2016 8:38:27,Male,Straight,24,4046,White non-Hispanic,Underweight,Yes,No,Yes but I haven't,4.0,Yes,Yes,I have no idea,No,Employed for wages,Admin,"Some college, no degree",None
425,5/23/2016 13:13:39,Male,Straight,18,0,White non-Hispanic,Underweight,Yes,Yes,No,0.0,Yes,No,I don't want help,No,A student,Student,"Some high school, no diploma",Therapy
426,5/23/2016 13:29:58,Transgender female,Straight,25,1809,White non-Hispanic,Normal weight,Yes,No,No,5.0,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
427,5/23/2016 13:50:30,Male,Straight,23,13684,White non-Hispanic,Underweight,Yes,Yes,Yes but I haven't,0.0,Yes,Yes,I don't want help,No,A student,none,"Some college, no degree",Joined a gym/go to the gym
428,5/23/2016 15:13:05,Male,Straight,25,33563,White non-Hispanic,Normal weight,No,No,No,20.0,No,No,I don't want help,No,Employed for wages,Freight Broker,Associate degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
429,5/23/2016 15:46:30,Male,Bisexual,33,32089,White non-Hispanic,Normal weight,No,No,No,25.0,No,No,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Coordinator,"Some college, no degree","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
430,5/23/2016 18:02:09,Female,Straight,21,8409,White non-Hispanic,Normal weight,No,No,No,4.0,Yes,Yes,I don't want help,No,A student,Research assistant,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise"
431,5/23/2016 21:21:36,Female,Straight,30,14078,White non-Hispanic,Normal weight,No,No,No,12.0,No,Yes,Set me up with a date,No,Self-employed,freelance technical theatre,"Some college, no degree","Joined a gym/go to the gym, Therapy"
432,5/24/2016 3:43:19,Male,Straight,22,11843,Black,Overweight,Yes,No,Yes but I haven't,2.0,Yes,Yes,I don't want help,Yes,Employed for wages,Retail Associate,Associate degree,"Therapy, Other exercise"
433,5/24/2016 8:48:42,Male,Straight,24,4159,White non-Hispanic,Normal weight,Yes,No,No,0.0,No,Yes,I don't want help,No,Employed for wages,it,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
434,5/24/2016 11:23:07,Male,Straight,18,0,White non-Hispanic,Normal weight,Yes,No,No,1.0,No,No,"wingman/wingwoman, Set me up with a date",No,A student,Student ,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
435,5/24/2016 11:53:26,Female,Bisexual,37,49604,Hispanic (of any race),Obese,No,No,No,400.0,No,No,I don't want help,No,Employed for wages,Administrative Assistant,"Some college, no degree","Cosmetic surgery, Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
436,5/24/2016 12:38:04,Male,Straight,26,29820,Hispanic (of any race),Normal weight,Yes,Yes,No,1.0,Yes,Yes,I don't want help,No,Employed for wages,Technician ,Associate degree,None
437,5/24/2016 19:02:34,Male,Straight,21,17867,White non-Hispanic,Overweight,No,No,No,3.0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Transport,"High school graduate, diploma or the equivalent (for example: GED)",None
438,5/24/2016 23:03:18,Male,Straight,26,0,Hispanic (of any race),Normal weight,Yes,Yes,Yes but I haven't,0.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,none,"Some high school, no diploma",None
439,5/25/2016 10:33:04,Female,Straight,20,7324,White non-Hispanic,Normal weight,Yes,No,No,2.0,Yes,Yes,I don't want help,No,Employed for wages,Cleaner,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
440,5/25/2016 12:50:09,Female,Straight,23,0,White non-Hispanic,Normal weight,Yes,No,No,2.0,Yes,No,Set me up with a date,No,A student,I don't have a job,Bachelor’s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
441,5/26/2016 13:19:42,Male,Bisexual,26,10935,Hispanic (of any race),Normal weight,No,No,No,15.0,Yes,No,I don't want help,Yes,Self-employed,Marketing,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
442,5/26/2016 18:41:04,Male,Straight,16,0,White non-Hispanic,Underweight,Yes,No,No,0.0,Yes,Yes,Set me up with a date,Yes,A student,na,"Some high school, no diploma",None
443,5/26/2016 20:36:35,Male,Straight,24,33975,White non-Hispanic,Overweight,No,No,No,6.0,No,No,I don't want help,No,Employed for wages,Screener,"Some college, no degree","Other exercise, Joined the US Navy"
444,5/27/2016 3:24:20,Male,Straight,22,0,Hispanic (of any race),Overweight,Yes,No,No,0.0,Yes,Yes,date coaching,Yes,A student,Student,"Some college, no degree",Therapy
445,5/27/2016 10:36:04,Female,Bisexual,20,8827,Black,Normal weight,Yes,Yes,No,3.0,Yes,Yes,date coaching,Yes,A student,       🌚,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
446,5/28/2016 11:36:27,Male,Straight,25,17024,White non-Hispanic,Normal weight,No,No,No,0.0,No,No,Set me up with a date,No,Employed for wages,"Program Manager, Non-profit",Associate degree,"Other exercise, join clubs/socual clubs/meet ups"
447,5/28/2016 13:57:49,Male,Straight,23,0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,0.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,NEET parasite,"Some college, no degree","Joined a gym/go to the gym, Therapy"
448,5/28/2016 14:01:59,Male,Straight,25,0,White non-Hispanic,Overweight,Yes,No,No,3.0,No,Yes,"wingman/wingwoman, date coaching",No,A student,T,Professional degree,Other exercise
449,5/28/2016 14:03:43,Male,Straight,27,8669,White non-Hispanic,Overweight,Yes,Yes,No,5.0,No,Yes,wingman/wingwoman,Yes,A student,Designer,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
450,5/28/2016 16:46:11,Male,Straight,23,30164,White non-Hispanic,Normal weight,No,No,No,10.0,No,No,wingman/wingwoman,No,Employed for wages,Account Manager,Bachelor’s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
451,5/28/2016 17:04:03,Female,Straight,25,0,White non-Hispanic,Normal weight,Yes,No,No,2.0,Yes,No,I don't want help,No,A student,student teacher,Bachelor’s degree,Other exercise
452,5/28/2016 20:36:53,Male,Straight,22,9133,Black,Normal weight,Yes,No,No,15.0,No,No,Set me up with a date,No,A student,Guest Advisor,"Some college, no degree",None
453,5/28/2016 20:56:31,Male,Straight,23,0,White non-Hispanic,Normal weight,Yes,No,No,2.0,Yes,No,I don't want help,No,A student,...,"Some college, no degree","Therapy, Other exercise"
454,5/28/2016 21:42:27,Female,Straight,21,19121,Black,Overweight,No,No,No,0.0,Yes,No,I don't want help,No,Employed for wages,customer service,"Some college, no degree",None
455,5/28/2016 21:57:42,Female,Straight,31,44562,White non-Hispanic,Overweight,No,No,No,30.0,Yes,Yes,I don't want help,No,Employed for wages,Teacher,Master’s degree,Therapy
456,5/28/2016 23:20:15,Male,Straight,18,0,White non-Hispanic,Normal weight,Yes,No,No,2.0,Yes,Yes,date coaching,No,A student,None,"Some high school, no diploma",None
457,5/29/2016 0:01:52,Male,Straight,18,2418,White non-Hispanic,Normal weight,Yes,No,No,30.0,Yes,No,"Set me up with a date, I don't want help",No,A student,Warehouse Associate,Bachelor’s degree,Joined a gym/go to the gym
458,5/29/2016 6:10:45,Male,Straight,24,80262,White non-Hispanic,Normal weight,No,No,No,11.0,Yes,No,I don't want help,No,Employed for wages,Terminal worker ,"Some high school, no diploma","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
459,5/29/2016 9:54:55,Male,Bisexual,23,44573,White non-Hispanic,Overweight,Yes,Yes,No,10.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,PA,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
460,5/29/2016 12:25:01,Male,Straight,28,25928,Black,Normal weight,No,No,No,1.0,Yes,No,I don't want help,No,Employed for wages,Case Worker,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
461,5/29/2016 12:40:43,Male,Straight,18,7625,Asian,Overweight,Yes,No,Yes but I haven't,5.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,Employed for wages,Home Depot order fulfillment,"High school graduate, diploma or the equivalent (for example: GED)",Started losing weight
462,5/29/2016 15:41:59,Male,Straight,18,0,White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,6.0,No,No,I don't want help,No,A student,erdet,"Some high school, no diploma",Joined a gym/go to the gym
463,5/30/2016 14:48:53,Transgender male,Bisexual,12,0,White non-Hispanic,Obese,No,No,Yes and I have,0.5,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching, I don't want help",Yes,A student,Boss,"Some high school, no diploma","Cosmetic surgery, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups, None"
464,6/2/2016 5:04:24,Female,Straight,26,15316,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,10.0,Yes,No,"Set me up with a date, date coaching",No,Employed for wages,Consultant IT,Master’s degree,Joined a gym/go to the gym
465,6/3/2016 19:25:46,Male,Straight,31,36427,White non-Hispanic,Normal weight,No,No,Yes but I haven't,10.0,No,No,I don't want help,No,Employed for wages,castor,"High school graduate, diploma or the equivalent (for example: GED)","Other exercise, join clubs/socual clubs/meet ups"
466,6/6/2016 1:36:55,Female,Straight,17,1582,Asian,Normal weight,Yes,No,No,20.0,Yes,Yes,wingman/wingwoman,Yes,Employed for wages,receptionist ,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
467,8/14/2016 15:10:41,Male,Straight,18,0,Asian,Obese,Yes,No,No,16.0,Yes,Yes,Set me up with a date,No,Out of work but not currently looking for work,Student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy"
468,9/4/2016 23:10:04,Male,Straight,28,44846,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,3.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Scientist,Master’s degree,Therapy
